id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date
1183597971138588672,1183551574104248320,1571026721000,2019-10-14,04:18:41,UTC,15115280,palmerreport,Palmer Report,,Donald Trump’s new Secretary of Defense just sold him out to the House impeachment inquiry   https://www.palmerreport.com/analysis/secretary-of-defense-impeachment-inquiry-sold-trump/21842 …,[],['https://www.palmerreport.com/analysis/secretary-of-defense-impeachment-inquiry-sold-trump/21842'],[],2,28,117,[],[],https://twitter.com/PalmerReport/status/1183597971138588672,False,,0,,,,,,,"[{'user_id': '15115280', 'username': 'PalmerReport'}]",
1183597929786990592,1183393211944968192,1571026711000,2019-10-14,04:18:31,UTC,15115280,palmerreport,Palmer Report,,Ted Cruz just tipped off something about where Donald Trump’s impeachment is headed  https://www.palmerreport.com/analysis/ted-cruz-tipped-impeachment-donald-trump-headed/21850 …,[],['https://www.palmerreport.com/analysis/ted-cruz-tipped-impeachment-donald-trump-headed/21850'],[],6,21,72,[],[],https://twitter.com/PalmerReport/status/1183597929786990592,False,,0,,,,,,,"[{'user_id': '15115280', 'username': 'PalmerReport'}]",
1183597887588110336,1182411439937642496,1571026701000,2019-10-14,04:18:21,UTC,15115280,palmerreport,Palmer Report,,Democratic Congressman agrees that Donald Trump is going prison  https://www.palmerreport.com/analysis/agrees-prison-donald-trump-congress/21787 …,[],['https://www.palmerreport.com/analysis/agrees-prison-donald-trump-congress/21787'],[],2,12,31,[],[],https://twitter.com/PalmerReport/status/1183597887588110336,False,,0,,,,,,,"[{'user_id': '15115280', 'username': 'PalmerReport'}]",
1183597868260691968,1181317055204777987,1571026696000,2019-10-14,04:18:16,UTC,15115280,palmerreport,Palmer Report,,"As Donald Trump’s current lawyer faces arrest, his former lawyer leaves prison to testify against him  https://www.palmerreport.com/analysis/former-lawyer-testify-current-arrest-donald-trump/21833 …",[],['https://www.palmerreport.com/analysis/former-lawyer-testify-current-arrest-donald-trump/21833'],[],0,21,65,[],[],https://twitter.com/PalmerReport/status/1183597868260691968,False,,0,,,,,,,"[{'user_id': '15115280', 'username': 'PalmerReport'}]",
1183597859159056384,1181084788805046273,1571026694000,2019-10-14,04:18:14,UTC,15115280,palmerreport,Palmer Report,,Donald Trump begs Rudy Giuliani not to take him down  https://www.palmerreport.com/analysis/begs-rudy-down-trump-donald-giuliani/21844 …,[],['https://www.palmerreport.com/analysis/begs-rudy-down-trump-donald-giuliani/21844'],[],2,10,35,[],[],https://twitter.com/PalmerReport/status/1183597859159056384,False,,0,,,,,,,"[{'user_id': '15115280', 'username': 'PalmerReport'}]",
1183597666405453825,1183500473787133952,1571026648000,2019-10-14,04:17:28,UTC,8187772,csanz,Christian Sanz,,Disgusting betrayal to America,"['lindseygrahamsc', 'realdonaldtrump']",[],[],0,0,0,[],[],https://twitter.com/csanz/status/1183597666405453825,False,,0,,,,,,,"[{'user_id': '8187772', 'username': 'csanz'}, {'user_id': '432895323', 'username': 'LindseyGrahamSC'}, {'user_id': '25073877', 'username': 'realDonaldTrump'}]",
1183597638844858370,1183597638844858370,1571026641000,2019-10-14,04:17:21,UTC,14722676,theinquisitr,INQUISITR,,Adam Schiff Says Donald Trump Can Be Impeached For Ukraine Call: 'There Doesn't Need To Be A Quid Pro Quo'.  #DonaldTrump #USPolitics https://www.inquisitr.com/5691048/schiff-trump-quid-pro-quo/?utm_content=adam-schiff&utm_term=NA&utm_medium=twitter-main …,[],['https://www.inquisitr.com/5691048/schiff-trump-quid-pro-quo/?utm_content=adam-schiff&utm_term=NA&utm_medium=twitter-main'],[],0,1,2,"['#donaldtrump', '#uspolitics']",[],https://twitter.com/theinquisitr/status/1183597638844858370,False,,0,,,,,,,"[{'user_id': '14722676', 'username': 'theinquisitr'}]",
1183596864886771713,1183583298079068160,1571026457000,2019-10-14,04:14:17,UTC,15115280,palmerreport,Palmer Report,,Donald Trump’s new Secretary of Defense just sold him out to the House impeachment inquiry   https://www.palmerreport.com/analysis/secretary-of-defense-impeachment-inquiry-sold-trump/21842 …,[],['https://www.palmerreport.com/analysis/secretary-of-defense-impeachment-inquiry-sold-trump/21842'],[],1,12,46,[],[],https://twitter.com/PalmerReport/status/1183596864886771713,False,,0,,,,,,,"[{'user_id': '15115280', 'username': 'PalmerReport'}]",
1183596734460710912,1183414322531311617,1571026426000,2019-10-14,04:13:46,UTC,15115280,palmerreport,Palmer Report,,Ted Cruz just tipped off something about where Donald Trump’s impeachment is headed  https://www.palmerreport.com/analysis/ted-cruz-tipped-impeachment-donald-trump-headed/21850 …,[],['https://www.palmerreport.com/analysis/ted-cruz-tipped-impeachment-donald-trump-headed/21850'],[],2,8,34,[],[],https://twitter.com/PalmerReport/status/1183596734460710912,False,,0,,,,,,,"[{'user_id': '15115280', 'username': 'PalmerReport'}]",
1183596686976921601,1182894240449339393,1571026414000,2019-10-14,04:13:34,UTC,15115280,palmerreport,Palmer Report,,Democratic Congressman agrees that Donald Trump is going prison  https://www.palmerreport.com/analysis/agrees-prison-donald-trump-congress/21787 …,[],['https://www.palmerreport.com/analysis/agrees-prison-donald-trump-congress/21787'],[],0,6,33,[],[],https://twitter.com/PalmerReport/status/1183596686976921601,False,,0,,,,,,,"[{'user_id': '15115280', 'username': 'PalmerReport'}]",
